,Edad,Mujer,Combat.hunterX,Emotion.hunterX,Qual.hunterX,Duration.hunterX,Rating.hunterX,Combat.dragonball,Emotion.dragonball,Qual.dragonball,Duration.dragonball,Rating.dragonball,Combat.naruto,Emotion.naruto,Qual.naruto,Duration.naruto,Rating.naruto,Combat.bnha,Emotion.bnha,Qual.bnha,Duration.bnha,Rating.bnha
5772,45,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1048,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7045,29,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1960,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2530,30,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8429,42,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4917,34,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9325,49,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5901,36,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8286,27,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4259,49,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10278,43,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5656,29,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6097,48,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5907,41,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7373,42,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2978,46,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10628,29,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11156,44,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6721,29,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7842,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8264,38,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10521,38,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3138,33,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8325,37,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11912,35,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1826,29,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5548,28,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8785,47,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
560,37,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10565,34,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8435,42,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5435,27,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4437,42,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8597,35,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1442,33,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8453,26,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4406,28,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11435,39,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1689,32,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11841,46,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
10783,40,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5962,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2496,45,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9819,35,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
340,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2408,41,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10013,49,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5782,45,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4576,25,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3725,40,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2785,41,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9715,24,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1012,39,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5280,46,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4895,39,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7121,39,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6549,42,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4037,25,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
148,38,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
285,24,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11582,36,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8555,27,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10078,38,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9732,32,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6770,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4443,49,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7446,25,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
236,42,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11832,46,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7123,39,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11390,36,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3083,43,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
632,47,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6813,45,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2493,41,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2665,39,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10351,47,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10246,40,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10094,26,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10153,34,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4211,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9686,26,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3874,48,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9424,41,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2817,41,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9902,43,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11774,38,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10768,26,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7426,48,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10312,46,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10156,34,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11037,42,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9777,45,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1735,44,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7397,42,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4255,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9927,24,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2475,38,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11978,48,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3713,34,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10765,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1804,30,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
707,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11026,44,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5189,47,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5472,37,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
72,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7843,31,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5101,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6764,35,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9382,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
1125,41,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1241,36,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9926,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2349,34,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6602,47,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6780,40,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9769,45,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4358,44,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1343,31,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11983,48,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10414,49,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11491,44,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8632,25,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6652,27,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1100,48,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9160,36,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8841,24,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9738,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7327,48,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7622,35,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
987,32,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2852,38,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8853,29,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
630,47,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1249,47,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3179,33,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
482,43,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9776,45,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9654,46,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3040,42,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5010,36,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10476,40,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7000,25,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3273,29,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7227,47,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3683,37,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6674,27,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6807,45,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11682,28,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1316,31,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3225,40,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1072,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4815,40,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10134,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9852,27,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5752,24,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11869,29,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4616,45,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3097,49,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11315,42,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6869,34,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1300,44,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7285,25,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6284,48,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10634,33,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5495,30,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5291,46,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9600,24,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1798,33,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9667,29,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5203,36,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8227,24,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5047,26,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6441,26,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8636,25,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8105,29,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2359,25,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11253,39,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3654,47,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7052,29,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1286,29,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10941,49,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4445,49,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2137,34,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6787,40,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9873,32,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11698,39,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10200,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10749,45,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6894,33,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9884,39,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10272,43,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8564,41,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7151,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
963,37,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6012,37,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4882,39,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
140,46,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10825,24,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8906,38,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6936,32,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6542,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5243,46,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4431,42,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10022,38,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
406,44,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8212,33,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9196,25,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10035,28,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10897,45,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9135,48,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8234,30,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4399,45,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5252,26,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11,42,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4760,36,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1177,33,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2863,39,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6471,33,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6228,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9218,40,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2989,37,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9153,31,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7117,39,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7010,32,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10258,40,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8927,25,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1440,33,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
11692,39,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2875,48,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9108,36,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10905,45,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
10546,41,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7232,47,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3726,40,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2772,24,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9816,35,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
454,35,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9013,29,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8189,36,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1367,36,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3712,34,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11821,42,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1388,32,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9042,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1000,25,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7761,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3553,33,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4114,44,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9829,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1667,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3173,33,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9539,42,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11274,36,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
488,43,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3230,38,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3828,47,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10376,31,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5208,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7848,42,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5704,28,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11567,47,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
8133,43,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
703,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5105,26,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10666,27,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3291,32,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8125,43,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9519,33,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11556,47,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10920,44,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4909,34,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4440,49,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
986,32,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11077,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10862,42,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7705,34,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6257,29,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6089,47,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5238,46,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1198,25,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9710,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10870,42,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7519,29,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6812,45,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9991,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9206,27,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8320,37,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9556,35,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7175,28,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4470,47,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
891,44,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
